SBY 15:54:21 [formal/fifo_sync_prove_fifo] Removing directory '/home/george/repos/verilog-fifos/fifo_sync/tb/formal/fifo_sync_prove_fifo'.
SBY 15:54:21 [formal/fifo_sync_prove_fifo] Copy '/home/george/repos/verilog-fifos/fifo_sync/rtl/fifo_sync.v' to '/home/george/repos/verilog-fifos/fifo_sync/tb/formal/fifo_sync_prove_fifo/src/fifo_sync.v'.
SBY 15:54:21 [formal/fifo_sync_prove_fifo] engine_0: smtbmc
SBY 15:54:21 [formal/fifo_sync_prove_fifo] base: starting process "cd formal/fifo_sync_prove_fifo/src; yosys -ql ../model/design.log ../model/design.ys"
SBY 15:54:21 [formal/fifo_sync_prove_fifo] base: finished (returncode=0)
SBY 15:54:21 [formal/fifo_sync_prove_fifo] prep: starting process "cd formal/fifo_sync_prove_fifo/model; yosys -ql design_prep.log design_prep.ys"
SBY 15:54:21 [formal/fifo_sync_prove_fifo] prep: finished (returncode=0)
SBY 15:54:21 [formal/fifo_sync_prove_fifo] smt2: starting process "cd formal/fifo_sync_prove_fifo/model; yosys -ql design_smt2.log design_smt2.ys"
SBY 15:54:21 [formal/fifo_sync_prove_fifo] smt2: finished (returncode=0)
SBY 15:54:21 [formal/fifo_sync_prove_fifo] engine_0.basecase: starting process "cd formal/fifo_sync_prove_fifo; yosys-smtbmc --presat --unroll --noprogress -t 45  --append 0 --dump-vcd engine_0/trace.vcd --dump-yw engine_0/trace.yw --dump-vlogtb engine_0/trace_tb.v --dump-smtc engine_0/trace.smtc model/design_smt2.smt2"
SBY 15:54:21 [formal/fifo_sync_prove_fifo] engine_0.induction: starting process "cd formal/fifo_sync_prove_fifo; yosys-smtbmc --presat --unroll -i --noprogress -t 45  --append 0 --dump-vcd engine_0/trace_induct.vcd --dump-yw engine_0/trace_induct.yw --dump-vlogtb engine_0/trace_induct_tb.v --dump-smtc engine_0/trace_induct.smtc model/design_smt2.smt2"
SBY 15:54:44 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:00:22  Checking assumptions in step 30..
SBY 15:54:44 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:00:23  Checking assertions in step 30..
SBY 15:54:47 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:00:26  Checking assumptions in step 31..
SBY 15:54:48 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:00:26  Checking assertions in step 31..
SBY 15:54:51 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:00:29  Checking assumptions in step 32..
SBY 15:54:51 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:00:29  Checking assertions in step 32..
SBY 15:54:57 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:00:35  Checking assumptions in step 33..
SBY 15:54:57 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:00:36  Checking assertions in step 33..
SBY 15:55:00 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:00:39  Checking assumptions in step 34..
SBY 15:55:01 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:00:39  Checking assertions in step 34..
SBY 15:55:07 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:00:46  Checking assumptions in step 35..
SBY 15:55:08 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:00:46  Checking assertions in step 35..
SBY 15:55:17 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:00:55  Checking assumptions in step 36..
SBY 15:55:19 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:00:57  Checking assertions in step 36..
SBY 15:55:31 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:01:10  Checking assumptions in step 37..
SBY 15:55:32 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:01:10  Checking assertions in step 37..
SBY 15:55:47 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:01:25  Checking assumptions in step 38..
SBY 15:55:47 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:01:25  Checking assertions in step 38..
SBY 15:56:05 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:01:43  Checking assumptions in step 39..
SBY 15:56:06 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:01:44  Checking assertions in step 39..
SBY 15:56:21 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:02:00  Checking assumptions in step 40..
SBY 15:56:22 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:02:00  Checking assertions in step 40..
SBY 15:56:42 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:02:21  Checking assumptions in step 41..
SBY 15:56:43 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:02:21  Checking assertions in step 41..
SBY 15:57:11 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:02:49  Checking assumptions in step 42..
SBY 15:57:12 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:02:50  Checking assertions in step 42..
SBY 15:57:49 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:03:28  Checking assumptions in step 43..
SBY 15:57:50 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:03:29  Checking assertions in step 43..
SBY 15:58:33 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:04:11  Checking assumptions in step 44..
SBY 15:58:35 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:04:13  Checking assertions in step 44..
SBY 15:59:19 [formal/fifo_sync_prove_fifo] engine_0.basecase: ##   0:04:57  Status: passed
SBY 15:59:19 [formal/fifo_sync_prove_fifo] engine_0.basecase: finished (returncode=0)
SBY 15:59:19 [formal/fifo_sync_prove_fifo] engine_0: Status returned by engine for basecase: pass
SBY 15:59:19 [formal/fifo_sync_prove_fifo] summary: Elapsed clock time [H:MM:SS (secs)]: 0:04:57 (297)
SBY 15:59:19 [formal/fifo_sync_prove_fifo] summary: Elapsed process time [H:MM:SS (secs)]: 0:05:28 (328)
SBY 15:59:19 [formal/fifo_sync_prove_fifo] summary: engine_0 (smtbmc) returned FAIL for induction
SBY 15:59:19 [formal/fifo_sync_prove_fifo] summary: engine_0 (smtbmc) returned pass for basecase
SBY 15:59:19 [formal/fifo_sync_prove_fifo] DONE (UNKNOWN, rc=4)
